year_month,month_of_release,passenger_type,direction,sex,age,estimate
2009-05,2020-09,Long-term migrant,Net,TOTAL,10-14 years,126
2009-05,2020-09,Long-term migrant,Net,TOTAL,15-19 years,253
2009-05,2020-09,Long-term migrant,Net,TOTAL,20-24 years,30
2009-05,2020-09,Long-term migrant,Net,TOTAL,25-29 years,-128
2009-05,2020-09,Long-term migrant,Net,TOTAL,30-34 years,65
2009-05,2020-09,Long-term migrant,Net,TOTAL,35-39 years,12
2009-05,2020-09,Long-term migrant,Net,TOTAL,40-44 years,-77
2009-05,2020-09,Long-term migrant,Net,TOTAL,45-49 years,-53
2009-05,2020-09,Long-term migrant,Net,TOTAL,5-9 years,82
2009-05,2020-09,Long-term migrant,Net,TOTAL,50-54 years,-95
2009-05,2020-09,Long-term migrant,Net,TOTAL,55-59 years,-18
2009-05,2020-09,Long-term migrant,Net,TOTAL,60-64 years,35
2009-05,2020-09,Long-term migrant,Net,TOTAL,65-69 years,-21
2009-05,2020-09,Long-term migrant,Net,TOTAL,70-74 years,3
2009-05,2020-09,Long-term migrant,Net,TOTAL,75-79 years,-2
2009-05,2020-09,Long-term migrant,Net,TOTAL,80-84 years,-2
2009-05,2020-09,Long-term migrant,Net,TOTAL,85-89 years,-5
2009-05,2020-09,Long-term migrant,Arrivals,TOTAL,90+ years,2
2009-05,2020-09,Long-term migrant,Departures,TOTAL,90+ years,5
2009-05,2020-09,Long-term migrant,Net,TOTAL,90+ years,-3
2009-05,2020-09,Long-term migrant,Arrivals,Female,TOTAL,3557
2009-05,2020-09,Long-term migrant,Arrivals,Male,TOTAL,3706
2009-05,2020-09,Long-term migrant,Departures,Female,TOTAL,3427
2009-05,2020-09,Long-term migrant,Departures,Male,TOTAL,3644
2009-05,2020-09,Long-term migrant,Net,Female,TOTAL,130
2009-05,2020-09,Long-term migrant,Net,Male,TOTAL,62
2009-05,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,7263
2009-05,2020-09,Long-term migrant,Departures,TOTAL,TOTAL,7071
2009-05,2020-09,Long-term migrant,Net,TOTAL,TOTAL,192
2009-06,2020-09,Long-term migrant,Arrivals,Female,0-4 years,231
2009-06,2020-09,Long-term migrant,Arrivals,Male,0-4 years,280
2009-06,2020-09,Long-term migrant,Arrivals,Female,10-14 years,221
2009-06,2020-09,Long-term migrant,Arrivals,Male,10-14 years,207
2009-06,2020-09,Long-term migrant,Arrivals,Female,15-19 years,254
2009-06,2020-09,Long-term migrant,Arrivals,Male,15-19 years,353
2009-06,2020-09,Long-term migrant,Arrivals,Female,20-24 years,538
2009-06,2020-09,Long-term migrant,Arrivals,Male,20-24 years,613
2009-06,2020-09,Long-term migrant,Arrivals,Female,25-29 years,651
2009-06,2020-09,Long-term migrant,Arrivals,Male,25-29 years,627
2009-06,2020-09,Long-term migrant,Arrivals,Female,30-34 years,422
2009-06,2020-09,Long-term migrant,Arrivals,Male,30-34 years,384
2009-06,2020-09,Long-term migrant,Arrivals,Female,35-39 years,309
2009-06,2020-09,Long-term migrant,Arrivals,Male,35-39 years,292
2009-06,2020-09,Long-term migrant,Arrivals,Female,40-44 years,239
2009-06,2020-09,Long-term migrant,Arrivals,Male,40-44 years,234
2009-06,2020-09,Long-term migrant,Arrivals,Female,45-49 years,148
2009-06,2020-09,Long-term migrant,Arrivals,Male,45-49 years,174
2009-06,2020-09,Long-term migrant,Arrivals,Female,5-9 years,217
2009-06,2020-09,Long-term migrant,Arrivals,Male,5-9 years,248
2009-06,2020-09,Long-term migrant,Arrivals,Female,50-54 years,102
2009-06,2020-09,Long-term migrant,Arrivals,Male,50-54 years,131
2009-06,2020-09,Long-term migrant,Arrivals,Female,55-59 years,118
2009-06,2020-09,Long-term migrant,Arrivals,Male,55-59 years,94
2009-06,2020-09,Long-term migrant,Arrivals,Female,60-64 years,74
2009-06,2020-09,Long-term migrant,Arrivals,Male,60-64 years,80
2009-06,2020-09,Long-term migrant,Arrivals,Female,65-69 years,51
2009-06,2020-09,Long-term migrant,Arrivals,Male,65-69 years,49
2009-06,2020-09,Long-term migrant,Arrivals,Female,70-74 years,28
2009-06,2020-09,Long-term migrant,Arrivals,Male,70-74 years,33
2009-06,2020-09,Long-term migrant,Arrivals,Female,75-79 years,18
2009-06,2020-09,Long-term migrant,Arrivals,Male,75-79 years,15
2009-06,2020-09,Long-term migrant,Arrivals,Female,80-84 years,11
2009-06,2020-09,Long-term migrant,Arrivals,Male,80-84 years,6
2009-06,2020-09,Long-term migrant,Arrivals,Female,85-89 years,2
2009-06,2020-09,Long-term migrant,Arrivals,Male,85-89 years,5
2009-06,2020-09,Long-term migrant,Departures,Female,0-4 years,256
2009-06,2020-09,Long-term migrant,Departures,Male,0-4 years,262
2009-06,2020-09,Long-term migrant,Departures,Female,10-14 years,125
2009-06,2020-09,Long-term migrant,Departures,Male,10-14 years,130
2009-06,2020-09,Long-term migrant,Departures,Female,15-19 years,203
2009-06,2020-09,Long-term migrant,Departures,Male,15-19 years,252
2009-06,2020-09,Long-term migrant,Departures,Female,20-24 years,609
2009-06,2020-09,Long-term migrant,Departures,Male,20-24 years,600
2009-06,2020-09,Long-term migrant,Departures,Female,25-29 years,600
2009-06,2020-09,Long-term migrant,Departures,Male,25-29 years,695
2009-06,2020-09,Long-term migrant,Departures,Female,30-34 years,319
2009-06,2020-09,Long-term migrant,Departures,Male,30-34 years,374
2009-06,2020-09,Long-term migrant,Departures,Female,35-39 years,276
2009-06,2020-09,Long-term migrant,Departures,Male,35-39 years,325
2009-06,2020-09,Long-term migrant,Departures,Female,40-44 years,196
2009-06,2020-09,Long-term migrant,Departures,Male,40-44 years,246
2009-06,2020-09,Long-term migrant,Departures,Female,45-49 years,173
2009-06,2020-09,Long-term migrant,Departures,Male,45-49 years,215
2009-06,2020-09,Long-term migrant,Departures,Female,5-9 years,169
2009-06,2020-09,Long-term migrant,Departures,Male,5-9 years,156
2009-06,2020-09,Long-term migrant,Departures,Female,50-54 years,145
2009-06,2020-09,Long-term migrant,Departures,Male,50-54 years,132
2009-06,2020-09,Long-term migrant,Departures,Female,55-59 years,114
2009-06,2020-09,Long-term migrant,Departures,Male,55-59 years,132
2009-06,2020-09,Long-term migrant,Departures,Female,60-64 years,79
2009-06,2020-09,Long-term migrant,Departures,Male,60-64 years,58
2009-06,2020-09,Long-term migrant,Departures,Female,65-69 years,47
2009-06,2020-09,Long-term migrant,Departures,Male,65-69 years,39
2009-06,2020-09,Long-term migrant,Departures,Female,70-74 years,37
2009-06,2020-09,Long-term migrant,Departures,Male,70-74 years,29
2009-06,2020-09,Long-term migrant,Departures,Female,75-79 years,19
2009-06,2020-09,Long-term migrant,Departures,Male,75-79 years,13
2009-06,2020-09,Long-term migrant,Departures,Female,80-84 years,13
2009-06,2020-09,Long-term migrant,Departures,Male,80-84 years,11
2009-06,2020-09,Long-term migrant,Departures,Female,85-89 years,5
2009-06,2020-09,Long-term migrant,Departures,Male,85-89 years,7
2009-06,2020-09,Long-term migrant,Departures,Female,90+ years,3
2009-06,2020-09,Long-term migrant,Net,Female,0-4 years,-25
2009-06,2020-09,Long-term migrant,Net,Male,0-4 years,18
2009-06,2020-09,Long-term migrant,Net,Female,10-14 years,96
2009-06,2020-09,Long-term migrant,Net,Male,10-14 years,77
2009-06,2020-09,Long-term migrant,Net,Female,15-19 years,51
2009-06,2020-09,Long-term migrant,Net,Male,15-19 years,101
2009-06,2020-09,Long-term migrant,Net,Female,20-24 years,-71
2009-06,2020-09,Long-term migrant,Net,Male,20-24 years,13
2009-06,2020-09,Long-term migrant,Net,Female,25-29 years,51
2009-06,2020-09,Long-term migrant,Net,Male,25-29 years,-68
2009-06,2020-09,Long-term migrant,Net,Female,30-34 years,103
2009-06,2020-09,Long-term migrant,Net,Male,30-34 years,10
2009-06,2020-09,Long-term migrant,Net,Female,35-39 years,33
2009-06,2020-09,Long-term migrant,Net,Male,35-39 years,-33
2009-06,2020-09,Long-term migrant,Net,Female,40-44 years,43
2009-06,2020-09,Long-term migrant,Net,Male,40-44 years,-12
2009-06,2020-09,Long-term migrant,Net,Female,45-49 years,-25
2009-06,2020-09,Long-term migrant,Net,Male,45-49 years,-41
2009-06,2020-09,Long-term migrant,Net,Female,5-9 years,48
2009-06,2020-09,Long-term migrant,Net,Male,5-9 years,92
2009-06,2020-09,Long-term migrant,Net,Female,50-54 years,-43
2009-06,2020-09,Long-term migrant,Net,Male,50-54 years,-1
2009-06,2020-09,Long-term migrant,Net,Female,55-59 years,4
2009-06,2020-09,Long-term migrant,Net,Male,55-59 years,-38
2009-06,2020-09,Long-term migrant,Net,Female,60-64 years,-5
2009-06,2020-09,Long-term migrant,Net,Male,60-64 years,22
2009-06,2020-09,Long-term migrant,Net,Female,65-69 years,4
2009-06,2020-09,Long-term migrant,Net,Male,65-69 years,10
2009-06,2020-09,Long-term migrant,Net,Female,70-74 years,-9
2009-06,2020-09,Long-term migrant,Net,Male,70-74 years,4
2009-06,2020-09,Long-term migrant,Net,Female,75-79 years,-1
2009-06,2020-09,Long-term migrant,Net,Male,75-79 years,2
2009-06,2020-09,Long-term migrant,Net,Female,80-84 years,-2
2009-06,2020-09,Long-term migrant,Net,Male,80-84 years,-5
2009-06,2020-09,Long-term migrant,Net,Female,85-89 years,-3
2009-06,2020-09,Long-term migrant,Net,Male,85-89 years,-2
2009-06,2020-09,Long-term migrant,Net,Female,90+ years,-3
2009-06,2020-09,Long-term migrant,Arrivals,TOTAL,0-4 years,511
2009-06,2020-09,Long-term migrant,Arrivals,TOTAL,10-14 years,428
2009-06,2020-09,Long-term migrant,Arrivals,TOTAL,15-19 years,607
2009-06,2020-09,Long-term migrant,Arrivals,TOTAL,20-24 years,1151
2009-06,2020-09,Long-term migrant,Arrivals,TOTAL,25-29 years,1278
2009-06,2020-09,Long-term migrant,Arrivals,TOTAL,30-34 years,806
2009-06,2020-09,Long-term migrant,Arrivals,TOTAL,35-39 years,601
2009-06,2020-09,Long-term migrant,Arrivals,TOTAL,40-44 years,473
2009-06,2020-09,Long-term migrant,Arrivals,TOTAL,45-49 years,322
2009-06,2020-09,Long-term migrant,Arrivals,TOTAL,5-9 years,465
2009-06,2020-09,Long-term migrant,Arrivals,TOTAL,50-54 years,233
2009-06,2020-09,Long-term migrant,Arrivals,TOTAL,55-59 years,212
2009-06,2020-09,Long-term migrant,Arrivals,TOTAL,60-64 years,154
2009-06,2020-09,Long-term migrant,Arrivals,TOTAL,65-69 years,100
2009-06,2020-09,Long-term migrant,Arrivals,TOTAL,70-74 years,61
2009-06,2020-09,Long-term migrant,Arrivals,TOTAL,75-79 years,33
2009-06,2020-09,Long-term migrant,Arrivals,TOTAL,80-84 years,17
2009-06,2020-09,Long-term migrant,Arrivals,TOTAL,85-89 years,7
2009-06,2020-09,Long-term migrant,Departures,TOTAL,0-4 years,518
2009-06,2020-09,Long-term migrant,Departures,TOTAL,10-14 years,255
2009-06,2020-09,Long-term migrant,Departures,TOTAL,15-19 years,455
2009-06,2020-09,Long-term migrant,Departures,TOTAL,20-24 years,1209
2009-06,2020-09,Long-term migrant,Departures,TOTAL,25-29 years,1295
2009-06,2020-09,Long-term migrant,Departures,TOTAL,30-34 years,693
2009-06,2020-09,Long-term migrant,Departures,TOTAL,35-39 years,601
2009-06,2020-09,Long-term migrant,Departures,TOTAL,40-44 years,442
2009-06,2020-09,Long-term migrant,Departures,TOTAL,45-49 years,388
2009-06,2020-09,Long-term migrant,Departures,TOTAL,5-9 years,325
2009-06,2020-09,Long-term migrant,Departures,TOTAL,50-54 years,277
2009-06,2020-09,Long-term migrant,Departures,TOTAL,55-59 years,246
2009-06,2020-09,Long-term migrant,Departures,TOTAL,60-64 years,137
2009-06,2020-09,Long-term migrant,Departures,TOTAL,65-69 years,86
2009-06,2020-09,Long-term migrant,Departures,TOTAL,70-74 years,66
2009-06,2020-09,Long-term migrant,Departures,TOTAL,75-79 years,32
2009-06,2020-09,Long-term migrant,Departures,TOTAL,80-84 years,24
2009-06,2020-09,Long-term migrant,Departures,TOTAL,85-89 years,12
2009-06,2020-09,Long-term migrant,Net,TOTAL,0-4 years,-7
2009-06,2020-09,Long-term migrant,Net,TOTAL,10-14 years,173
2009-06,2020-09,Long-term migrant,Net,TOTAL,15-19 years,152
2009-06,2020-09,Long-term migrant,Net,TOTAL,20-24 years,-58
2009-06,2020-09,Long-term migrant,Net,TOTAL,25-29 years,-17
2009-06,2020-09,Long-term migrant,Net,TOTAL,30-34 years,113
2009-06,2020-09,Long-term migrant,Net,TOTAL,35-39 years,0
2009-06,2020-09,Long-term migrant,Net,TOTAL,40-44 years,31
2009-06,2020-09,Long-term migrant,Net,TOTAL,45-49 years,-66
2009-06,2020-09,Long-term migrant,Net,TOTAL,5-9 years,140
2009-06,2020-09,Long-term migrant,Net,TOTAL,50-54 years,-44
2009-06,2020-09,Long-term migrant,Net,TOTAL,55-59 years,-34
2009-06,2020-09,Long-term migrant,Net,TOTAL,60-64 years,17
2009-06,2020-09,Long-term migrant,Net,TOTAL,65-69 years,14
2009-06,2020-09,Long-term migrant,Net,TOTAL,70-74 years,-5
2009-06,2020-09,Long-term migrant,Net,TOTAL,75-79 years,1
2009-06,2020-09,Long-term migrant,Net,TOTAL,80-84 years,-7
2009-06,2020-09,Long-term migrant,Net,TOTAL,85-89 years,-5
2009-06,2020-09,Long-term migrant,Arrivals,TOTAL,90+ years,0
2009-06,2020-09,Long-term migrant,Departures,TOTAL,90+ years,3
2009-06,2020-09,Long-term migrant,Net,TOTAL,90+ years,-3
2009-06,2020-09,Long-term migrant,Arrivals,Female,TOTAL,3634
2009-06,2020-09,Long-term migrant,Arrivals,Male,TOTAL,3825
2009-06,2020-09,Long-term migrant,Departures,Female,TOTAL,3388
2009-06,2020-09,Long-term migrant,Departures,Male,TOTAL,3676
2009-06,2020-09,Long-term migrant,Net,Female,TOTAL,246
2009-06,2020-09,Long-term migrant,Net,Male,TOTAL,149
2009-06,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,7459
2009-06,2020-09,Long-term migrant,Departures,TOTAL,TOTAL,7064
2009-06,2020-09,Long-term migrant,Net,TOTAL,TOTAL,395
2009-07,2020-09,Long-term migrant,Arrivals,Female,0-4 years,267
2009-07,2020-09,Long-term migrant,Arrivals,Male,0-4 years,254
2009-07,2020-09,Long-term migrant,Arrivals,Female,10-14 years,308
2009-07,2020-09,Long-term migrant,Arrivals,Male,10-14 years,339
2009-07,2020-09,Long-term migrant,Arrivals,Female,15-19 years,592
2009-07,2020-09,Long-term migrant,Arrivals,Male,15-19 years,738
2009-07,2020-09,Long-term migrant,Arrivals,Female,20-24 years,703
2009-07,2020-09,Long-term migrant,Arrivals,Male,20-24 years,1005
2009-07,2020-09,Long-term migrant,Arrivals,Female,25-29 years,672
2009-07,2020-09,Long-term migrant,Arrivals,Male,25-29 years,667
2009-07,2020-09,Long-term migrant,Arrivals,Female,30-34 years,454
2009-07,2020-09,Long-term migrant,Arrivals,Male,30-34 years,414
2009-07,2020-09,Long-term migrant,Arrivals,Female,35-39 years,341
2009-07,2020-09,Long-term migrant,Arrivals,Male,35-39 years,297
2009-07,2020-09,Long-term migrant,Arrivals,Female,40-44 years,261
2009-07,2020-09,Long-term migrant,Arrivals,Male,40-44 years,258
2009-07,2020-09,Long-term migrant,Arrivals,Female,45-49 years,172
2009-07,2020-09,Long-term migrant,Arrivals,Male,45-49 years,180
2009-07,2020-09,Long-term migrant,Arrivals,Female,5-9 years,247
2009-07,2020-09,Long-term migrant,Arrivals,Male,5-9 years,274
2009-07,2020-09,Long-term migrant,Arrivals,Female,50-54 years,135
2009-07,2020-09,Long-term migrant,Arrivals,Male,50-54 years,142
2009-07,2020-09,Long-term migrant,Arrivals,Female,55-59 years,110
2009-07,2020-09,Long-term migrant,Arrivals,Male,55-59 years,108
2009-07,2020-09,Long-term migrant,Arrivals,Female,60-64 years,92
2009-07,2020-09,Long-term migrant,Arrivals,Male,60-64 years,114
2009-07,2020-09,Long-term migrant,Arrivals,Female,65-69 years,43
2009-07,2020-09,Long-term migrant,Arrivals,Male,65-69 years,47
2009-07,2020-09,Long-term migrant,Arrivals,Female,70-74 years,23
2009-07,2020-09,Long-term migrant,Arrivals,Male,70-74 years,29
2009-07,2020-09,Long-term migrant,Arrivals,Female,75-79 years,13
2009-07,2020-09,Long-term migrant,Arrivals,Male,75-79 years,17
2009-07,2020-09,Long-term migrant,Arrivals,Female,80-84 years,9
2009-07,2020-09,Long-term migrant,Arrivals,Male,80-84 years,3
2009-07,2020-09,Long-term migrant,Arrivals,Female,85-89 years,4
2009-07,2020-09,Long-term migrant,Arrivals,Male,85-89 years,3
2009-07,2020-09,Long-term migrant,Arrivals,Male,90+ years,1
2009-07,2020-09,Long-term migrant,Departures,Female,0-4 years,237
2009-07,2020-09,Long-term migrant,Departures,Male,0-4 years,242
2009-07,2020-09,Long-term migrant,Departures,Female,10-14 years,228
2009-07,2020-09,Long-term migrant,Departures,Male,10-14 years,216
2009-07,2020-09,Long-term migrant,Departures,Female,15-19 years,270
2009-07,2020-09,Long-term migrant,Departures,Male,15-19 years,287
2009-07,2020-09,Long-term migrant,Departures,Female,20-24 years,642
2009-07,2020-09,Long-term migrant,Departures,Male,20-24 years,680
2009-07,2020-09,Long-term migrant,Departures,Female,25-29 years,625
2009-07,2020-09,Long-term migrant,Departures,Male,25-29 years,705
2009-07,2020-09,Long-term migrant,Departures,Female,30-34 years,321
2009-07,2020-09,Long-term migrant,Departures,Male,30-34 years,400
2009-07,2020-09,Long-term migrant,Departures,Female,35-39 years,298
2009-07,2020-09,Long-term migrant,Departures,Male,35-39 years,300
2009-07,2020-09,Long-term migrant,Departures,Female,40-44 years,229
2009-07,2020-09,Long-term migrant,Departures,Male,40-44 years,225
2009-07,2020-09,Long-term migrant,Departures,Female,45-49 years,192
2009-07,2020-09,Long-term migrant,Departures,Male,45-49 years,202
2009-07,2020-09,Long-term migrant,Departures,Female,5-9 years,224
2009-07,2020-09,Long-term migrant,Departures,Male,5-9 years,200
2009-07,2020-09,Long-term migrant,Departures,Female,50-54 years,134
2009-07,2020-09,Long-term migrant,Departures,Male,50-54 years,164
2009-07,2020-09,Long-term migrant,Departures,Female,55-59 years,116
2009-07,2020-09,Long-term migrant,Departures,Male,55-59 years,130
2009-07,2020-09,Long-term migrant,Departures,Female,60-64 years,58
2009-07,2020-09,Long-term migrant,Departures,Male,60-64 years,75
2009-07,2020-09,Long-term migrant,Departures,Female,65-69 years,43
2009-07,2020-09,Long-term migrant,Departures,Male,65-69 years,43
2009-07,2020-09,Long-term migrant,Departures,Female,70-74 years,27
2009-07,2020-09,Long-term migrant,Departures,Male,70-74 years,26
2009-07,2020-09,Long-term migrant,Departures,Female,75-79 years,14
2009-07,2020-09,Long-term migrant,Departures,Male,75-79 years,18
2009-07,2020-09,Long-term migrant,Departures,Female,80-84 years,18
2009-07,2020-09,Long-term migrant,Departures,Male,80-84 years,6
2009-07,2020-09,Long-term migrant,Departures,Female,85-89 years,4
2009-07,2020-09,Long-term migrant,Departures,Male,85-89 years,2
2009-07,2020-09,Long-term migrant,Net,Female,0-4 years,30
2009-07,2020-09,Long-term migrant,Net,Male,0-4 years,12
2009-07,2020-09,Long-term migrant,Net,Female,10-14 years,80
2009-07,2020-09,Long-term migrant,Net,Male,10-14 years,123
2009-07,2020-09,Long-term migrant,Net,Female,15-19 years,322
2009-07,2020-09,Long-term migrant,Net,Male,15-19 years,451
2009-07,2020-09,Long-term migrant,Net,Female,20-24 years,61
2009-07,2020-09,Long-term migrant,Net,Male,20-24 years,325
2009-07,2020-09,Long-term migrant,Net,Female,25-29 years,47
2009-07,2020-09,Long-term migrant,Net,Male,25-29 years,-38
2009-07,2020-09,Long-term migrant,Net,Female,30-34 years,133
2009-07,2020-09,Long-term migrant,Net,Male,30-34 years,14
2009-07,2020-09,Long-term migrant,Net,Female,35-39 years,43
2009-07,2020-09,Long-term migrant,Net,Male,35-39 years,-3
2009-07,2020-09,Long-term migrant,Net,Female,40-44 years,32
2009-07,2020-09,Long-term migrant,Net,Male,40-44 years,33
2009-07,2020-09,Long-term migrant,Net,Female,45-49 years,-20
2009-07,2020-09,Long-term migrant,Net,Male,45-49 years,-22
2009-07,2020-09,Long-term migrant,Net,Female,5-9 years,23
2009-07,2020-09,Long-term migrant,Net,Male,5-9 years,74
2009-07,2020-09,Long-term migrant,Net,Female,50-54 years,1
2009-07,2020-09,Long-term migrant,Net,Male,50-54 years,-22
2009-07,2020-09,Long-term migrant,Net,Female,55-59 years,-6
2009-07,2020-09,Long-term migrant,Net,Male,55-59 years,-22
2009-07,2020-09,Long-term migrant,Net,Female,60-64 years,34
2009-07,2020-09,Long-term migrant,Net,Male,60-64 years,39
2009-07,2020-09,Long-term migrant,Net,Male,65-69 years,4
2009-07,2020-09,Long-term migrant,Net,Female,70-74 years,-4
2009-07,2020-09,Long-term migrant,Net,Male,70-74 years,3
2009-07,2020-09,Long-term migrant,Net,Female,75-79 years,-1
2009-07,2020-09,Long-term migrant,Net,Male,75-79 years,-1
2009-07,2020-09,Long-term migrant,Net,Female,80-84 years,-9
2009-07,2020-09,Long-term migrant,Net,Male,80-84 years,-3
2009-07,2020-09,Long-term migrant,Net,Male,85-89 years,1
2009-07,2020-09,Long-term migrant,Net,Male,90+ years,1
2009-07,2020-09,Long-term migrant,Arrivals,TOTAL,0-4 years,521
